6G,51,90,西安铁路局 宝鸡电力机务段,,
6K,1,85,郑州铁路局 洛阳机务段,,
8G,1,1,太原铁路局 太原北机务段、侯马机务段、石家庄电力机务段,,
8G,2,2,中国铁道博物馆,,
8G,3,75,太原铁路局 太原北机务段、侯马机务段、石家庄电力机务段,,
8G,76,76,太原铁路局 太原机务段北场,,
8G,77,96,太原铁路局 太原北机务段、侯马机务段、石家庄电力机务段,,
8G,97,97,太原铁路局 榆次机务折返段,,
8G,98,100,太原铁路局 太原北机务段、侯马机务段、石家庄电力机务段,,
8K,1,1,北京铁路局 丰台机务段,,
8K,2,7,*北京铁路局 丰台西段、丰台段；太原铁路局 大同西段、湖东段,,
8K,8,8,中国铁道博物馆,*科技号,
8K,9,17,*北京铁路局 丰台西段、丰台段；太原铁路局 大同西段、湖东段,,
8K,18,18,*北京铁路局 丰台机务段,,
8K,19,23,*北京铁路局 丰台西段、丰台段；太原铁路局 大同西段、湖东段,,
8K,24,24,太原铁路局 湖东机务段 大同西运用车间,,
8K,25,64,*北京铁路局 丰台西段、丰台段；太原铁路局 大同西段、湖东段,,
8K,65,65,天津铁道职业技术学院,,
8K,66,71,*北京铁路局 丰台西段、丰台段；太原铁路局 大同西段、湖东段,,
8K,72,72,北京铁路局 丰台机务段,,
8K,73,90,*北京铁路局 丰台西段、丰台段；太原铁路局 大同西段、湖东段,,
8K,91,91,太原铁路局 太原机务段北场 机车展场,,
8K,92,100,*北京铁路局 丰台西段、丰台段；太原铁路局 大同西段、湖东段,,
DJ1,1,1,中国铁道科学研究院 环形铁道,,
DJ1,2,2,株洲西门子牵引设备有限公司,,
DJ1,3,3,西安铁路局 宝鸡机务段 秦岭附加队 ,,
DJ2,1,1,郑州铁路局 郑州机务段京武快车队,奥星,
DJ2,2,3,郑州铁路局 郑州机务段,奥星,
HXD1D,1,15,武汉铁路局集团有限公司 武昌南机务段,,
HXD1D,16,16,上海铁路局集团有限公司 杭州机务段,,
HXD1D,17,17,南昌铁路局集团有限公司 南昌机务段,,
HXD1D,18,18,南昌铁路局集团有限公司 鹰潭机务段,,
HXD1D,19,19,上海铁路局集团有限公司 杭州机务段,,
HXD1D,20,20,南昌铁路局集团有限公司 南昌机务段,,
HXD1D,21,21,上海铁路局集团有限公司 杭州机务段,,
HXD1D,22,24,南昌铁路局集团有限公司 南昌机务段,,
HXD1D,25,25,南昌铁路局集团有限公司 鹰潭机务段,,
HXD1D,26,26,南昌铁路局集团有限公司 南昌机务段,,
HXD1D,27,27,上海铁路局集团有限公司 杭州机务段,,
HXD1D,28,28,南昌铁路局集团有限公司 鹰潭机务段,,
HXD1D,29,34,南昌铁路局集团有限公司 南昌机务段,,
HXD1D,35,35,上海铁路局集团有限公司 杭州机务段,,
HXD1D,36,38,兰州铁路局集团有限公司 兰州西机务段,,
HXD1D,39,39,中国铁路济南局集团有限公司 济南机务段,,
HXD1D,40,50,兰州铁路局集团有限公司 兰州西机务段,,
HXD1D,51,75,乌鲁木齐铁路局集团有限公司 乌鲁木齐机务段,,
HXD1D,76,105,兰州铁路局集团有限公司 兰州西机务段,,
HXD1D,106,137,上海铁路局集团有限公司 上海机务段,,
HXD1D,138,168,上海铁路局集团有限公司 杭州机务段,,
HXD1D,169,175,上海铁路局集团有限公司 上海机务段,,
HXD1D,176,185,武汉铁路局集团有限公司 武昌南机务段,,
HXD1D,186,187,南昌铁路局集团有限公司 鹰潭机务段,,
HXD1D,188,188,南昌铁路局集团有限公司 南昌机务段,,
HXD1D,189,190,南昌铁路局集团有限公司 鹰潭机务段,,
HXD1D,191,232,南昌铁路局集团有限公司 南昌机务段,,
HXD1D,233,233,南昌铁路局集团有限公司 鹰潭机务段,,
HXD1D,234,237,南昌铁路局集团有限公司 南昌机务段,,
HXD1D,238,257,广州铁路（集团）公司 广州机务段,,
HXD1D,258,270,武汉铁路局集团有限公司 武昌南机务段,,
HXD1D,271,275,乌鲁木齐铁路局集团有限公司 乌鲁木齐机务段,,
HXD1D,276,279,上海铁路局集团有限公司 上海机务段,,
HXD1D,280,289,上海铁路局集团有限公司 徐州机务段,,
HXD1D,290,291,南昌铁路局集团有限公司 南昌机务段,,
HXD1D,292,293,南昌铁路局集团有限公司 鹰潭机务段,,
HXD1D,294,295,南昌铁路局集团有限公司 南昌机务段,,
HXD1D,296,300,广州铁路（集团）公司 广州机务段,,
HXD1D,301,310,武汉铁路局集团有限公司 武昌南机务段,,
HXD1D,311,320,乌鲁木齐铁路局集团有限公司 乌鲁木齐机务段,,
HXD1D,321,340,青藏铁路集团有限公司 西宁机务段,,
HXD1D,341,362,乌鲁木齐铁路局集团有限公司 乌鲁木齐机务段,,
HXD1D,363,382,广州铁路（集团）公司 广州机务段,,
HXD1D,383,392,南昌铁路局集团有限公司 南昌机务段,,
HXD1D,393,405,上海铁路局集团有限公司 上海机务段,,
HXD1D,406,415,兰州铁路局集团有限公司 兰州西机务段,,
HXD1D,416,430,广州铁路（集团）公司 长沙机务段,,
HXD1D,431,440,南昌铁路局集团有限公司 南昌机务段,,
HXD1D,441,445,南昌铁路局集团有限公司 南昌机务段,,
HXD1D,446,450,乌鲁木齐铁路局集团有限公司 乌鲁木齐机务段,,
HXD1D,451,460,武汉铁路局集团有限公司 武昌南机务段,,
HXD1D,461,470,广州铁路（集团）公司 广州机务段,,
HXD1D,471,478,兰州铁路局集团有限公司 兰州西机务段,,
HXD1D,479,483,上海铁路局集团有限公司 上海机务段,,
HXD1D,484,488,上海铁路局集团有限公司 杭州机务段,,
HXD1D,489,490,上海铁路局集团有限公司 杭州机务段,,
HXD1D,491,510,郑州铁路局集团有限公司 郑州机务段,,
HXD1D,511,512,上海铁路局集团有限公司 徐州机务段,,
HXD1D,513,515,上海铁路局集团有限公司 上海机务段,,
HXD1D,516,520,南昌铁路局集团有限公司 南昌机务段,,
HXD1D,521,534,广州铁路（集团）公司 广州机务段,,
HXD1D,522,522,广州铁路职业技术学院,,
HXD1D,535,544,南昌铁路局集团有限公司 南昌机务段,,
HXD1D,545,551,上海铁路局集团有限公司 上海机务段,,
HXD1D,552,554,上海铁路局集团有限公司 杭州机务段,,
HXD1D,555,559,郑州铁路局集团有限公司 郑州机务段,,
HXD1D,560,564,乌鲁木齐铁路局集团有限公司 乌鲁木齐机务段,,
HXD1D,565,570,广州铁路（集团）公司 广州机务段,,
HXD1D,571,585,南昌铁路局集团有限公司 南昌机务段,,
HXD1D,586,595,上海铁路局集团有限公司 杭州机务段,,
HXD1D,596,613,兰州铁路局集团有限公司 兰州西机务段,,
HXD1D,614,623,广州铁路（集团）公司 广州机务段,,
HXD1D,624,633,上海铁路局集团有限公司 上海机务段,,
HXD1D,634,636,乌鲁木齐铁路局集团有限公司 乌鲁木齐机务段,,
HXD1D,637,644,郑州铁路局集团有限公司 郑州机务段,,
HXD1D,645,660,郑州铁路局集团有限公司 郑州机务段,,
HXD1D,661,668,武汉铁路局集团有限公司 武昌南机务段,,
HXD1D,669,673,乌鲁木齐铁路局集团有限公司 乌鲁木齐机务段,,
HXD1D,674,678,郑州铁路局集团有限公司 郑州机务段,,
HXD1D,679,682,上海铁路局集团有限公司 上海机务段,,
HXD1D,683,683,上海铁路局集团有限公司 徐州机务段,,
HXD1D,684,684,上海铁路局集团有限公司 徐州机务段,,
HXD1D,685,689,青藏铁路集团有限公司 格尔木机务段,,
HXD1D,1898,1898,上海铁路局集团有限公司 上海机务段,周恩来号,
HXD1D-J,1,3,青藏铁路集团有限公司 拉萨动车运用所,,
HXD1D-J,1001,1009,昆明铁路局集团有限公司 昆明动车运用所,,
HXD1D-J,1010,1013,青藏铁路集团有限公司 格尔木机务段,,
HXD1D-J,1014,1019,成都铁路局集团有限公司 成都动车运用所,,
HXD1D-J,1020,1027,昆明铁路局集团有限公司 昆明动车运用所,,
HXD3C,446,446,广州铁路（集团）公司 广州机务段,,
HXD3C,805,809,广州铁路（集团）公司 ,,
HXD3C,810,819,中国铁路南宁局集团有限公司,,
HXD3C,820,829,中国铁路武汉局集团有限公司,,
HXD3C,896,925,中国铁路沈阳局集团有限公司,,
HXD3C,926,930,中国铁路南宁局集团有限公司,,
HXD3C,931,945,中国铁路北京局集团有限公司,,
HXD3C,946,955,中国铁路济南局集团有限公司,,
HXD3C,956,965,中国铁路郑州局集团有限公司,,
HXD3C,966,974,中国铁路济南局集团有限公司,,
HXD3D,1,10,沈阳铁路局集团有限公司 沈阳机务段,,
HXD3D,11,25,西安铁路局集团有限公司 西安机务段,,
HXD3D,26,34,兰州铁路局集团有限公司 兰州西机务段,,
HXD3D,35,35,兰州铁路局集团有限公司 迎水桥机务段,雷锋号,
HXD3D,36,38,兰州铁路局集团有限公司 兰州西机务段,,
HXD3D,39,39,济南铁路局集团有限公司 济南机务段,共青团号,
HXD3D,40,40,兰州铁路局集团有限公司 兰州西机务段,,
HXD3D,41,50,西安铁路局集团有限公司 西安机务段,,
HXD3D,51,70,北京铁路局集团有限公司 北京机务段,,
HXD3D,71,90,南昌铁路局集团有限公司 南昌机务段,,
HXD3D,91,115,兰州铁路局集团有限公司 兰州西机务段,,
HXD3D,116,135,昆明铁路局集团有限公司 昆明机务段,,
HXD3D,136,145,北京铁路局集团有限公司 北京机务段,,
HXD3D,146,150,呼和浩特铁路局集团有限公司 集宁机务段,,
HXD3D,151,155,沈阳铁路局集团有限公司 沈阳机务段,,
HXD3D,156,160,南昌铁路局集团有限公司 南昌机务段,,
HXD3D,161,165,北京铁路局集团有限公司 北京机务段,,
HXD3D,166,170,西安铁路局集团有限公司 西安机务段,,
HXD3D,171,180,兰州铁路局集团有限公司 兰州西机务段,,
HXD3D,181,190,济南铁路局集团有限公司 济南机务段,,
HXD3D,191,245,沈阳铁路局集团有限公司 沈阳机务段,,
HXD3D,246,255,北京铁路局集团有限公司 北京机务段,,
HXD3D,256,265,呼和浩特铁路局集团有限公司 集宁机务段,,
HXD3D,266,290,兰州铁路局集团有限公司 兰州西机务段,,
HXD3D,291,300,沈阳铁路局集团有限公司 沈阳机务段,,
HXD3D,301,310,济南铁路局集团有限公司 济南机务段,,
